"תחנה","תאריך","טמפרטורת מקסימום (C°)","טמפרטורת מינימום (C°)"
"תל-אביב חוף 04/2005-10/2025","17/01/2011","20.9","12.4"
"תל-אביב חוף 04/2005-10/2025","18/01/2011","20.5","15"
"תל-אביב חוף 04/2005-10/2025","19/01/2011","18","11.2"
"תל-אביב חוף 04/2005-10/2025","20/01/2011","18.8","10.3"
"תל-אביב חוף 04/2005-10/2025","21/01/2011","21.7","11.7"
"תל-אביב חוף 04/2005-10/2025","22/01/2011","19","11.6"
"תל-אביב חוף 04/2005-10/2025","23/01/2011","18.6","10.5"
"תל-אביב חוף 04/2005-10/2025","24/01/2011","19.1","10.5"
"תל-אביב חוף 04/2005-10/2025","25/01/2011","18.2","10.6"
"תל-אביב חוף 04/2005-10/2025","26/01/2011","18.3","12"
"תל-אביב חוף 04/2005-10/2025","27/01/2011","23.9","13.8"
"תל-אביב חוף 04/2005-10/2025","28/01/2011","19","13.2"
"תל-אביב חוף 04/2005-10/2025","29/01/2011","23.8","14.7"
"תל-אביב חוף 04/2005-10/2025","30/01/2011","19.1","13.5"
"תל-אביב חוף 04/2005-10/2025","31/01/2011","17.2","14"
"תל-אביב חוף 04/2005-10/2025","01/02/2011","16.7","12.4"
"תל-אביב חוף 04/2005-10/2025","02/02/2011","15.3","10.7"
"תל-אביב חוף 04/2005-10/2025","03/02/2011","15.9",""
"תל-אביב חוף 04/2005-10/2025","04/02/2011","18.8","15.2"
"תל-אביב חוף 04/2005-10/2025","05/02/2011","17.7","14.1"
"תל-אביב חוף 04/2005-10/2025","06/02/2011","21.8","12.1"
"תל-אביב חוף 04/2005-10/2025","07/02/2011","17.3","14"
"תל-אביב חוף 04/2005-10/2025","08/02/2011","18.5","13.2"
"תל-אביב חוף 04/2005-10/2025","09/02/2011","18.4","12.1"
"תל-אביב חוף 04/2005-10/2025","10/02/2011","16.9","11.9"
"תל-אביב חוף 04/2005-10/2025","11/02/2011","17.8","11.7"
"תל-אביב חוף 04/2005-10/2025","12/02/2011","18.2","9.7"
"תל-אביב חוף 04/2005-10/2025","13/02/2011","17.8","12"
"תל-אביב חוף 04/2005-10/2025","14/02/2011","18.6","11.5"
"תל-אביב חוף 04/2005-10/2025","15/02/2011","23.4","13.9"
"תל-אביב חוף 04/2005-10/2025","16/02/2011","18.7","15.9"
"תל-אביב חוף 04/2005-10/2025","17/02/2011","19.5","15.5"
"תל-אביב חוף 04/2005-10/2025","18/02/2011","21.3","11.5"
"תל-אביב חוף 04/2005-10/2025","19/02/2011","24.4","12.5"
"תל-אביב חוף 04/2005-10/2025","20/02/2011","18.6","14.7"
"תל-אביב חוף 04/2005-10/2025","21/02/2011","18.6","15.1"
"תל-אביב חוף 04/2005-10/2025","22/02/2011","19.1","12.2"
"תל-אביב חוף 04/2005-10/2025","23/02/2011","21.6","11.9"
"תל-אביב חוף 04/2005-10/2025","24/02/2011","20.1","14"
"תל-אביב חוף 04/2005-10/2025","25/02/2011","20.3","15.4"
"תל-אביב חוף 04/2005-10/2025","26/02/2011","18.4","12.9"
"תל-אביב חוף 04/2005-10/2025","27/02/2011","19.3","13.6"
"תל-אביב חוף 04/2005-10/2025","28/02/2011","18.6","11.4"
"תל-אביב חוף 04/2005-10/2025","01/03/2011","19.1","12.6"
"תל-אביב חוף 04/2005-10/2025","02/03/2011","18.7","12.3"
"תל-אביב חוף 04/2005-10/2025","03/03/2011","20.3","10.7"
"תל-אביב חוף 04/2005-10/2025","04/03/2011","19.6","12.4"
"תל-אביב חוף 04/2005-10/2025","05/03/2011","19.3","12.4"
"תל-אביב חוף 04/2005-10/2025","06/03/2011","26.5","11.5"
"תל-אביב חוף 04/2005-10/2025","07/03/2011","25.7","17.4"
"תל-אביב חוף 04/2005-10/2025","08/03/2011","18.6","12.3"
"תל-אביב חוף 04/2005-10/2025","09/03/2011","17.2","10.9"
"תל-אביב חוף 04/2005-10/2025","10/03/2011","14.4","10.1"
"תל-אביב חוף 04/2005-10/2025","11/03/2011","14.1","10.2"
"תל-אביב חוף 04/2005-10/2025","12/03/2011","16.9","10.3"
"תל-אביב חוף 04/2005-10/2025","13/03/2011","18","9.4"
"תל-אביב חוף 04/2005-10/2025","14/03/2011","18.2","9.5"
"תל-אביב חוף 04/2005-10/2025","15/03/2011","21.9","11.8"
"תל-אביב חוף 04/2005-10/2025","16/03/2011","22.4","14"
"תל-אביב חוף 04/2005-10/2025","17/03/2011","21","11.9"
"תל-אביב חוף 04/2005-10/2025","18/03/2011","20.2","12.7"
"תל-אביב חוף 04/2005-10/2025","19/03/2011","20.3","13.9"
"תל-אביב חוף 04/2005-10/2025","20/03/2011","21.1","16.3"
"תל-אביב חוף 04/2005-10/2025","21/03/2011","19.7","17.1"
"תל-אביב חוף 04/2005-10/2025","22/03/2011","19","16.6"
"תל-אביב חוף 04/2005-10/2025","23/03/2011","18.7","16"
"תל-אביב חוף 04/2005-10/2025","24/03/2011","17.4","12.7"
"תל-אביב חוף 04/2005-10/2025","25/03/2011","17.9","10.2"
"תל-אביב חוף 04/2005-10/2025","26/03/2011","19","11.1"
"תל-אביב חוף 04/2005-10/2025","27/03/2011","19.1","11.4"
"תל-אביב חוף 04/2005-10/2025","28/03/2011","19","12.8"
"תל-אביב חוף 04/2005-10/2025","29/03/2011","19.4","12.6"
"תל-אביב חוף 04/2005-10/2025","30/03/2011","19.8","11.9"
"תל-אביב חוף 04/2005-10/2025","31/03/2011","21","12"
"תל-אביב חוף 04/2005-10/2025","01/04/2011","21.3","14.8"
"תל-אביב חוף 04/2005-10/2025","02/04/2011","20.8","16.2"
"תל-אביב חוף 04/2005-10/2025","03/04/2011","22.9","16.3"
"תל-אביב חוף 04/2005-10/2025","04/04/2011","18","11.5"
"תל-אביב חוף 04/2005-10/2025","05/04/2011","18.3","13.3"
"תל-אביב חוף 04/2005-10/2025","06/04/2011","18.7","14.2"
"תל-אביב חוף 04/2005-10/2025","07/04/2011","19.6","12.1"
"תל-אביב חוף 04/2005-10/2025","08/04/2011","25.2","13.5"
"תל-אביב חוף 04/2005-10/2025","09/04/2011","20.1","14.2"
"תל-אביב חוף 04/2005-10/2025","10/04/2011","22.4","14.5"
"תל-אביב חוף 04/2005-10/2025","11/04/2011","21.6","16.1"
"תל-אביב חוף 04/2005-10/2025","12/04/2011","19.2","16"
"תל-אביב חוף 04/2005-10/2025","13/04/2011","19","15.9"
"תל-אביב חוף 04/2005-10/2025","14/04/2011","20.7","12.4"
"תל-אביב חוף 04/2005-10/2025","15/04/2011","22.9","12.3"
"תל-אביב חוף 04/2005-10/2025","16/04/2011","30.9","18"
"תל-אביב חוף 04/2005-10/2025","17/04/2011","35.3","21.3"
"תל-אביב חוף 04/2005-10/2025","18/04/2011","39.1","24.4"
"תל-אביב חוף 04/2005-10/2025","19/04/2011","27.3","18.6"
"תל-אביב חוף 04/2005-10/2025","20/04/2011","20.4","16.9"
"תל-אביב חוף 04/2005-10/2025","21/04/2011","20.9","15.3"
"תל-אביב חוף 04/2005-10/2025","22/04/2011","18.4","14.6"
"תל-אביב חוף 04/2005-10/2025","23/04/2011","20.5","15"
"תל-אביב חוף 04/2005-10/2025","24/04/2011","20.8","13.5"
"תל-אביב חוף 04/2005-10/2025","25/04/2011","20.8","15.3"
"תל-אביב חוף 04/2005-10/2025","26/04/2011","21","15.4"
"תל-אביב חוף 04/2005-10/2025","27/04/2011","22.6","15.7"
"תל-אביב חוף 04/2005-10/2025","28/04/2011","25","19.1"
"תל-אביב חוף 04/2005-10/2025","29/04/2011","24.4","19.3"
"תל-אביב חוף 04/2005-10/2025","30/04/2011","21.3","17.9"
"תל-אביב חוף 04/2005-10/2025","01/05/2011","21.3","18.3"
"תל-אביב חוף 04/2005-10/2025","02/05/2011","33.4","17.2"
"תל-אביב חוף 04/2005-10/2025","03/05/2011","23.5","19.5"
"תל-אביב חוף 04/2005-10/2025","04/05/2011","29.9","17.6"
"תל-אביב חוף 04/2005-10/2025","05/05/2011","28.3","21.6"
"תל-אביב חוף 04/2005-10/2025","06/05/2011","22.1","19.7"
"תל-אביב חוף 04/2005-10/2025","07/05/2011","21.7","19.3"
"תל-אביב חוף 04/2005-10/2025","08/05/2011","21.7","17.3"
"תל-אביב חוף 04/2005-10/2025","09/05/2011","22.3","17.2"
"תל-אביב חוף 04/2005-10/2025","10/05/2011","22.3","18.4"
"תל-אביב חוף 04/2005-10/2025","11/05/2011","23.6","16.6"
"תל-אביב חוף 04/2005-10/2025","12/05/2011","23.2","20.2"
"תל-אביב חוף 04/2005-10/2025","13/05/2011","21.4","17.2"
"תל-אביב חוף 04/2005-10/2025","14/05/2011","21.3","14.9"
"תל-אביב חוף 04/2005-10/2025","15/05/2011","22","16.9"
"תל-אביב חוף 04/2005-10/2025","16/05/2011","23.1","16.6"
"תל-אביב חוף 04/2005-10/2025","17/05/2011","24.5","19.6"
"תל-אביב חוף 04/2005-10/2025","18/05/2011","23.3","20.8"
"תל-אביב חוף 04/2005-10/2025","19/05/2011","24.7","19.9"
"תל-אביב חוף 04/2005-10/2025","20/05/2011","27.3","21.5"
"תל-אביב חוף 04/2005-10/2025","21/05/2011","23.4","20"
"תל-אביב חוף 04/2005-10/2025","22/05/2011","23.9","18.2"
"תל-אביב חוף 04/2005-10/2025","23/05/2011","24.4","19.3"
"תל-אביב חוף 04/2005-10/2025","24/05/2011","24.3","19.2"
"תל-אביב חוף 04/2005-10/2025","25/05/2011","24.6","19.2"
"תל-אביב חוף 04/2005-10/2025","26/05/2011","25.6","19.9"
"תל-אביב חוף 04/2005-10/2025","27/05/2011","28.8","22"
"תל-אביב חוף 04/2005-10/2025","28/05/2011","29.7","22.8"
"תל-אביב חוף 04/2005-10/2025","29/05/2011","24.5","21.2"
"תל-אביב חוף 04/2005-10/2025","30/05/2011","24.9","19.8"
"תל-אביב חוף 04/2005-10/2025","31/05/2011","24.4","21.3"
"תל-אביב חוף 04/2005-10/2025","01/06/2011","24.5","21.2"
"תל-אביב חוף 04/2005-10/2025","02/06/2011","24.5","20.4"
"תל-אביב חוף 04/2005-10/2025","03/06/2011","25.1","19.5"
"תל-אביב חוף 04/2005-10/2025","04/06/2011","25.1","21.4"
"תל-אביב חוף 04/2005-10/2025","05/06/2011","25.5","21.3"
"תל-אביב חוף 04/2005-10/2025","06/06/2011","25.7","22.1"
"תל-אביב חוף 04/2005-10/2025","07/06/2011","25.9","22.6"
"תל-אביב חוף 04/2005-10/2025","08/06/2011","26.3","21.2"
"תל-אביב חוף 04/2005-10/2025","09/06/2011","26.9","21.7"
"תל-אביב חוף 04/2005-10/2025","10/06/2011","28.8","22.5"
"תל-אביב חוף 04/2005-10/2025","11/06/2011","28.1","24.2"
"תל-אביב חוף 04/2005-10/2025","12/06/2011","26.1","23"
"תל-אביב חוף 04/2005-10/2025","13/06/2011","25.6","23.5"
"תל-אביב חוף 04/2005-10/2025","14/06/2011","26","23.2"
"תל-אביב חוף 04/2005-10/2025","15/06/2011","26.2","21.4"
"תל-אביב חוף 04/2005-10/2025","16/06/2011","26.1","22.5"
"תל-אביב חוף 04/2005-10/2025","17/06/2011","26.1","22.6"
"תל-אביב חוף 04/2005-10/2025","18/06/2011","26.4","22.4"
"תל-אביב חוף 04/2005-10/2025","19/06/2011","26.5","21.9"
"תל-אביב חוף 04/2005-10/2025","20/06/2011","27","22.2"
"תל-אביב חוף 04/2005-10/2025","21/06/2011","27.3","23.2"
"תל-אביב חוף 04/2005-10/2025","22/06/2011","27.5","23.8"
"תל-אביב חוף 04/2005-10/2025","23/06/2011","27.6","24.1"
"תל-אביב חוף 04/2005-10/2025","24/06/2011","27.7","24.6"
"תל-אביב חוף 04/2005-10/2025","25/06/2011","27.3","23.2"
"תל-אביב חוף 04/2005-10/2025","26/06/2011","27.4","23.7"
"תל-אביב חוף 04/2005-10/2025","27/06/2011","28.1","22"
"תל-אביב חוף 04/2005-10/2025","28/06/2011","26.7","22.9"
"תל-אביב חוף 04/2005-10/2025","29/06/2011","26.4","24"
"תל-אביב חוף 04/2005-10/2025","30/06/2011","26.8","24"
"תל-אביב חוף 04/2005-10/2025","01/07/2011","27.2","23"
"תל-אביב חוף 04/2005-10/2025","02/07/2011","27.2","22.3"
"תל-אביב חוף 04/2005-10/2025","03/07/2011","27.5","22.3"
"תל-אביב חוף 04/2005-10/2025","04/07/2011","28.3","23.2"
"תל-אביב חוף 04/2005-10/2025","05/07/2011","27.4","22.5"
"תל-אביב חוף 04/2005-10/2025","06/07/2011","27.8","22.6"
"תל-אביב חוף 04/2005-10/2025","07/07/2011","28.2","23.6"
"תל-אביב חוף 04/2005-10/2025","08/07/2011","28.5","23.4"
"תל-אביב חוף 04/2005-10/2025","09/07/2011","28.7","24"
"תל-אביב חוף 04/2005-10/2025","10/07/2011","28.5","25.2"
"תל-אביב חוף 04/2005-10/2025","11/07/2011","28.5","22.9"
"תל-אביב חוף 04/2005-10/2025","12/07/2011","28.7","24.6"
"תל-אביב חוף 04/2005-10/2025","13/07/2011","28.5","24.3"
"תל-אביב חוף 04/2005-10/2025","14/07/2011","28.7","22.6"
"תל-אביב חוף 04/2005-10/2025","15/07/2011","29","23.3"
"תל-אביב חוף 04/2005-10/2025","16/07/2011","28.9","25"
"תל-אביב חוף 04/2005-10/2025","17/07/2011","28.7","25"
"תל-אביב חוף 04/2005-10/2025","18/07/2011","28.9","25.4"
"תל-אביב חוף 04/2005-10/2025","19/07/2011","29.2","25.6"
"תל-אביב חוף 04/2005-10/2025","20/07/2011","29.6","24.3"
"תל-אביב חוף 04/2005-10/2025","21/07/2011","29.7","24.4"
"תל-אביב חוף 04/2005-10/2025","22/07/2011","29.7","25"
"תל-אביב חוף 04/2005-10/2025","23/07/2011","29.1","25.9"
"תל-אביב חוף 04/2005-10/2025","24/07/2011","29.4","25.4"
"תל-אביב חוף 04/2005-10/2025","25/07/2011","31.3","25"
"תל-אביב חוף 04/2005-10/2025","26/07/2011","29.9","27.3"
"תל-אביב חוף 04/2005-10/2025","27/07/2011","30","26.9"
"תל-אביב חוף 04/2005-10/2025","28/07/2011","29.8","26.3"
"תל-אביב חוף 04/2005-10/2025","29/07/2011","29.4","24.5"
"תל-אביב חוף 04/2005-10/2025","30/07/2011","30","25.5"
"תל-אביב חוף 04/2005-10/2025","31/07/2011","30.1","27.3"
"תל-אביב חוף 04/2005-10/2025","01/08/2011","30","27.3"
"תל-אביב חוף 04/2005-10/2025","02/08/2011","29.8","25.8"
"תל-אביב חוף 04/2005-10/2025","03/08/2011","30.2","26.2"
"תל-אביב חוף 04/2005-10/2025","04/08/2011","29.8","25.3"
"תל-אביב חוף 04/2005-10/2025","05/08/2011","29.5","25.8"
"תל-אביב חוף 04/2005-10/2025","06/08/2011","29.9","25.4"
"תל-אביב חוף 04/2005-10/2025","07/08/2011","29.9","26"
"תל-אביב חוף 04/2005-10/2025","08/08/2011","30.2","25.2"
"תל-אביב חוף 04/2005-10/2025","09/08/2011","30","26"
"תל-אביב חוף 04/2005-10/2025","10/08/2011","30.3","26.3"
"תל-אביב חוף 04/2005-10/2025","11/08/2011","29.4","25.3"
"תל-אביב חוף 04/2005-10/2025","12/08/2011","30","25.9"
"תל-אביב חוף 04/2005-10/2025","13/08/2011","28.8","26.4"
"תל-אביב חוף 04/2005-10/2025","14/08/2011","29.3","25.6"
"תל-אביב חוף 04/2005-10/2025","15/08/2011","29.2","23.9"
"תל-אביב חוף 04/2005-10/2025","16/08/2011","29.3","24.1"
"תל-אביב חוף 04/2005-10/2025","17/08/2011","29.3","24.8"
"תל-אביב חוף 04/2005-10/2025","18/08/2011","29.3","25.4"
"תל-אביב חוף 04/2005-10/2025","19/08/2011","29.3","25.2"
"תל-אביב חוף 04/2005-10/2025","20/08/2011","29.4","23.8"
"תל-אביב חוף 04/2005-10/2025","21/08/2011","30.2","25"
"תל-אביב חוף 04/2005-10/2025","22/08/2011","30.2","25.1"
"תל-אביב חוף 04/2005-10/2025","23/08/2011","30.3","25.1"
"תל-אביב חוף 04/2005-10/2025","24/08/2011","29.6","25.2"
"תל-אביב חוף 04/2005-10/2025","25/08/2011","29.7","25.9"
"תל-אביב חוף 04/2005-10/2025","26/08/2011","29.6","23.7"
"תל-אביב חוף 04/2005-10/2025","27/08/2011","29.4","25"
"תל-אביב חוף 04/2005-10/2025","28/08/2011","29.4","24.7"
"תל-אביב חוף 04/2005-10/2025","29/08/2011","29.4","24.5"
"תל-אביב חוף 04/2005-10/2025","30/08/2011","28.9","23.8"
"תל-אביב חוף 04/2005-10/2025","31/08/2011","29.3","26.1"
"תל-אביב חוף 04/2005-10/2025","01/09/2011","29.7","25.9"
"תל-אביב חוף 04/2005-10/2025","02/09/2011","29.1","25.3"
"תל-אביב חוף 04/2005-10/2025","03/09/2011","29","23.5"
"תל-אביב חוף 04/2005-10/2025","04/09/2011","29.1","22.9"
"תל-אביב חוף 04/2005-10/2025","05/09/2011","29.7","23.8"
"תל-אביב חוף 04/2005-10/2025","06/09/2011","29.7","26"
"תל-אביב חוף 04/2005-10/2025","07/09/2011","29.4","25.7"
"תל-אביב חוף 04/2005-10/2025","08/09/2011","29.5","23.5"
"תל-אביב חוף 04/2005-10/2025","09/09/2011","29.1","23.6"
"תל-אביב חוף 04/2005-10/2025","10/09/2011","29.1","24.3"
"תל-אביב חוף 04/2005-10/2025","11/09/2011","29.2","24.5"
"תל-אביב חוף 04/2005-10/2025","12/09/2011","29.4","25.5"
"תל-אביב חוף 04/2005-10/2025","13/09/2011","29.4","24"
"תל-אביב חוף 04/2005-10/2025","14/09/2011","28.7","24.2"
"תל-אביב חוף 04/2005-10/2025","15/09/2011","28.5","23.6"
"תל-אביב חוף 04/2005-10/2025","16/09/2011","28.8","23.4"
"תל-אביב חוף 04/2005-10/2025","17/09/2011","28.9","23.1"
"תל-אביב חוף 04/2005-10/2025","18/09/2011","29.3","22.8"
"תל-אביב חוף 04/2005-10/2025","19/09/2011","29.5","25.5"
"תל-אביב חוף 04/2005-10/2025","20/09/2011","28.6","24.9"
"תל-אביב חוף 04/2005-10/2025","21/09/2011","28.4","24.1"
"תל-אביב חוף 04/2005-10/2025","22/09/2011","28.6","23"
"תל-אביב חוף 04/2005-10/2025","23/09/2011","28.9","22.9"
"תל-אביב חוף 04/2005-10/2025","24/09/2011","27.8","23.6"
"תל-אביב חוף 04/2005-10/2025","25/09/2011","28.3","23"
"תל-אביב חוף 04/2005-10/2025","26/09/2011","28.4","22.5"
"תל-אביב חוף 04/2005-10/2025","27/09/2011","28.6","23"
"תל-אביב חוף 04/2005-10/2025","28/09/2011","28.2","23.2"
"תל-אביב חוף 04/2005-10/2025","29/09/2011","28.8","23.9"
"תל-אביב חוף 04/2005-10/2025","30/09/2011","28.4","23.7"
"תל-אביב חוף 04/2005-10/2025","01/10/2011","28.1","23.5"
"תל-אביב חוף 04/2005-10/2025","02/10/2011","27.8","21.2"
"תל-אביב חוף 04/2005-10/2025","03/10/2011","27.7","21.5"
"תל-אביב חוף 04/2005-10/2025","04/10/2011","27.8","21.3"
"תל-אביב חוף 04/2005-10/2025","05/10/2011","27.9","21.8"
"תל-אביב חוף 04/2005-10/2025","06/10/2011","27.6","22.2"
"תל-אביב חוף 04/2005-10/2025","07/10/2011","27.3","22.1"
"תל-אביב חוף 04/2005-10/2025","08/10/2011","27","20.9"
"תל-אביב חוף 04/2005-10/2025","09/10/2011","30","21.9"
"תל-אביב חוף 04/2005-10/2025","10/10/2011","30.9","23.5"
"תל-אביב חוף 04/2005-10/2025","11/10/2011","29.3","24.6"
"תל-אביב חוף 04/2005-10/2025","12/10/2011","26.8","24.9"
"תל-אביב חוף 04/2005-10/2025","13/10/2011","26.3","20.7"
"תל-אביב חוף 04/2005-10/2025","14/10/2011","26.1","20.3"
"תל-אביב חוף 04/2005-10/2025","15/10/2011","26.5","19.4"
"תל-אביב חוף 04/2005-10/2025","16/10/2011","26.6","20.2"
"תל-אביב חוף 04/2005-10/2025","17/10/2011","26.3","20.4"
"תל-אביב חוף 04/2005-10/2025","18/10/2011","26.6","19.9"
"תל-אביב חוף 04/2005-10/2025","19/10/2011","25.7","22.4"
"תל-אביב חוף 04/2005-10/2025","20/10/2011","24.5","17.9"
"תל-אביב חוף 04/2005-10/2025","21/10/2011","29.4","19.1"
"תל-אביב חוף 04/2005-10/2025","22/10/2011","27.5","20"
"תל-אביב חוף 04/2005-10/2025","23/10/2011","26.1","21.8"
"תל-אביב חוף 04/2005-10/2025","24/10/2011","25.8","19.8"
"תל-אביב חוף 04/2005-10/2025","25/10/2011","25.9","19.6"
"תל-אביב חוף 04/2005-10/2025","26/10/2011","25.5","21"
"תל-אביב חוף 04/2005-10/2025","27/10/2011","25.2","19.4"
"תל-אביב חוף 04/2005-10/2025","28/10/2011","24.8","18"
"תל-אביב חוף 04/2005-10/2025","29/10/2011","24.2","17.3"
"תל-אביב חוף 04/2005-10/2025","30/10/2011","24","17.5"
"תל-אביב חוף 04/2005-10/2025","31/10/2011","23.5","16.8"
"תל-אביב חוף 04/2005-10/2025","01/11/2011","23.8","16.3"
"תל-אביב חוף 04/2005-10/2025","02/11/2011","23.8","15.3"
"תל-אביב חוף 04/2005-10/2025","03/11/2011","23.5","17.2"
"תל-אביב חוף 04/2005-10/2025","04/11/2011","23","15.8"
"תל-אביב חוף 04/2005-10/2025","05/11/2011","22.4","14.6"
"תל-אביב חוף 04/2005-10/2025","06/11/2011","22.7","16.1"
"תל-אביב חוף 04/2005-10/2025","07/11/2011","22.9","15.6"
"תל-אביב חוף 04/2005-10/2025","08/11/2011","22.8","15.1"
"תל-אביב חוף 04/2005-10/2025","09/11/2011","24.6","14.1"
"תל-אביב חוף 04/2005-10/2025","10/11/2011","22.7","13.9"
"תל-אביב חוף 04/2005-10/2025","11/11/2011","23.7","13.5"
"תל-אביב חוף 04/2005-10/2025","12/11/2011","23.7","13.7"
"תל-אביב חוף 04/2005-10/2025","13/11/2011","26.2","16.6"
"תל-אביב חוף 04/2005-10/2025","14/11/2011","24.2","15.7"
"תל-אביב חוף 04/2005-10/2025","15/11/2011","20.4","14.8"
"תל-אביב חוף 04/2005-10/2025","16/11/2011","20.8","14.6"
